ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,REVENUE.MEDICAL_REVENUE_2015,REVENUE.SCIENTIFIC_REVENUE_2015,REVENUE.TECHNICAL_REVENUE_2015,REVENUE.MEDICAL_REVENUE_2016,REVENUE.SCIENTIFIC_REVENUE_2016,REVENUE.TECHNICAL_REVENUE_2016,USAGE.MEDICAL_NO_SESSIONS_2015,USAGE.SCIENTIFIC_NO_SESSIONS_2015,USAGE.TECHNICAL_NO_SESSIONS_2015,USAGE.MEDICAL_NO_SESSIONS_2016,USAGE.SCIENTIFIC_NO_SESSIONS_2016,USAGE.TECHNICAL_NO_SESSIONS_2016,USERS.USERS_2015,USERS.USERS_2016,NPS.NPS_SCORE_2015,NPS.NPS_SCORE_2016,Calc.TotalRevenue2015,Calc.TotalRevenue2016,Calc.IsLapsed
85300532,2016,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,0,0,0,0,211.2,0,,,,,186,,0,6,,,0,211.2,0
82916274,2013,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,192,0,164,0,210,0,99,,8,,85,,4,5,,,356,210,0
85327299,2016,NETHERLANDS,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,275.88,200.64,238.26,,,,30,2,2,0,6,,,0,714.78,0
82977648,2015,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate,57,38,47.5,0,113.4,138.6,21,2,3,,3,8,1,3,,,142.5,252,0
82997157,2014,NETHERLANDS,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,237.6,172.8,205.2,0,201.6,239.4,48,13,39,,97,100,6,6,,9,615.6,441,0
85337050,2016,SPAIN,MANAGER,$1bn+,1001 - 5000 employees,Research,0,0,0,123.2,0,103.4,,,,10,,49,0,2,,,0,226.6,0
83034542,2014,FRANCE,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research,237.6,172.8,205.2,249.48,181.44,215.46,33,,2,147,7,25,6,6,,,615.6,646.38,0
85346024,2016,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,0,0,0,0,0,180.4,,,,,,136,0,4,,,0,180.4,0
84315050,2013,IRELAND,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic,237.6,172.8,205.2,277.2,201.6,0,17,16,7,18,11,,6,6,,,615.6,478.8,0
83119204,2015,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,0,0,50,0,0,98.7,,,4,,,14,1,2,,7,50,98.7,0
84499115,2014,RUSSIA,MANAGER,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,155.61,107.73,131.67,17,,1,54,,25,1,3,,,142.5,395.01,0
85351197,2016,UNITED STATES,SENIOR MANAGER,$1bn+,5000+ employees,Academic,0,0,0,123.2,0,0,,,,62,,,0,2,,,0,123.2,0
83157660,2013,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,57,38,47.5,111.72,75.81,93.77,,,1,24,39,1,1,2,,,142.5,281.3,0
89689855,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,60,40,0,0,0,0,17,1,,,,,1,0,,,100,0,1
83165772,2015,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,0,0,50,0,113.4,0,,,9,,72,,1,3,,,50,113.4,0
85433216,2016,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,0,0,0,0,220,0,,,,,200,,0,5,,7,0,220,0
83196495,2015,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,156,108,0,0,0,0,27,20,,,,,3,0,,,264,0,1
85467815,2016,GERMANY,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,0,0,0,0,0,55,,,,,,15,0,1,,,0,55,0
83211994,2015,SPAIN,MANAGER,$1bn+,5000+ employees,Academic,60,0,50,63,42,0,32,,3,22,16,,1,1,,10,110,105,0
92223136,2014,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,105.28,71.44,88.36,0,142.8,172.2,17,10,4,,7,52,2,4,,,265.08,315,0
92406326,2014,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate,156,0,132,315,210,0,17,,96,22,12,,3,5,,,288,525,0
85503442,2016,SPAIN,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,0,0,0,66,44,0,,,,3,22,,0,1,,,0,110,0
83241033,2015,GERMANY,MANAGER,Less than $20m,11 - 50 employees,Corporate,0,192,228,277.2,0,239.4,,50,117,108,,53,6,6,,,420,516.6,0
83270396,2015,UNITED KINGDOM,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,0,192,228,277.2,0,0,,99,8,78,,,6,6,,8,420,277.2,0
85548040,2016,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,0,0,0,0,0,55,,,,,,,0,1,,,0,55,0
96926313,2014,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate,60,0,50,117.6,0,0,17,,6,10,,,1,2,,,110,117.6,0
85621572,2016,FRANCE,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,0,0,0,0,44,0,,,,,37,,0,1,,,0,44,0
83312708,2012,FRANCE,MANAGER,$1bn+,5000+ employees,Academic,192,0,164,0,0,262.5,20,,47,,,120,4,5,,,356,262.5,0
97751884,2013,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Academic,57,38,47.5,117.6,0,98.7,17,1,2,15,,,1,2,,,142.5,216.3,0
85646548,2016,BELGIUM,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,200.64,142.12,171.38,,,,157,6,,0,4,,,0,514.14,0
83346793,2014,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate,300,0,250,0,201.6,239.4,,,,,126,42,5,6,,,550,441,0
98548121,2015,UNITED STATES,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,60,0,50,0,79.8,0,17,,11,,24,,1,2,,9,110,79.8,0
83407950,2015,FRANCE,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,0,0,50,0,113.4,0,,,17,,51,,1,3,,7,50,113.4,0
85665408,2016,GERMANY,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,0,0,0,330,220,0,,,,110,19,,0,5,,,0,550,0
85666121,2016,FRANCE,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,0,44,55,,,,,1,23,0,1,,,0,99,0
85684875,2016,IRELAND,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,0,66,0,0,,,,11,,,0,1,,,0,66,0
85709539,2016,NETHERLANDS,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,0,0,44,0,,,,,8,,0,1,,,0,44,0
85740639,2016,SPAIN,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,0,44,0,,,,,20,,0,1,,,0,44,0
83471026,2012,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,273,182,227.5,0,210,262.5,66,2,1,,17,172,5,5,,,682.5,472.5,0
85747072,2016,RUSSIA,MANAGER,$50-$100m,51 - 100 employees,Academic,0,0,0,62.7,41.8,52.25,,,,33,4,1,0,1,,,0,156.75,0
85789800,2016,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Academic,0,0,0,0,44,0,,,,,37,,0,1,,,0,44,0
85821885,2016,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,0,0,0,330,0,275,,,,100,,104,0,5,,,0,605,0
85907754,2016,GERMANY,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research,0,0,0,117.04,79.42,98.23,,,,20,14,1,0,2,,,0,294.69,0
85984711,2016,IRELAND,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Academic,0,0,0,0,0,55,,,,,,,0,1,,,0,55,0
83547184,2014,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,57,38,47.5,63,0,52.5,,,,6,,,1,1,,7,142.5,115.5,0
83555359,2015,IRELAND,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,0,0,94,0,0,98.7,,,10,,,46,2,2,,,94,98.7,0
86016198,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,0,0,0,0,44,55,,,,,13,12,0,1,,,0,99,0
83560443,2015,SPAIN,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate,0,0,132,0,0,262.5,,,48,,,145,3,5,,,132,262.5,0
83561255,2012,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic,0,0,50,0,0,0,,,18,,,,1,0,,,50,0,1
86071708,2016,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,0,0,0,0,0,55,,,,,,6,0,1,,,0,55,0
86078483,2016,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic,0,0,0,66,0,0,,,,15,,,0,1,,,0,66,0
83585515,2014,UNITED KINGDOM,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,0,0,132,0,0,0,,,39,,,,3,0,,,132,0,1
86079649,2016,GERMANY,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,0,0,0,62.7,41.8,52.25,,,,15,15,9,0,1,,,0,156.75,0
83605426,2015,SPAIN,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,0,0,228,277.2,0,0,,,24,270,,,6,6,,,228,277.2,0
86081785,2016,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,0,0,0,290.4,0,250.8,,,,19,,64,0,6,,,0,541.2,0
83625917,2015,RUSSIA,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,145.08,100.44,122.76,152.33,105.46,128.9,59,3,3,21,4,,3,3,,,368.28,386.69,0
86089262,2016,IRELAND,MANAGER,$1bn+,5000+ employees,Research,0,0,0,62.7,41.8,52.25,,,,3,2,3,0,1,,,0,156.75,0
83642420,2015,GERMANY,SENIOR MANAGER,$50-$100m,51 - 100 employees,Academic,57,38,47.5,111.72,75.81,93.77,,,,13,54,15,1,2,,2,142.5,281.3,0
86097607,2016,UNITED STATES,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,0,0,0,62.7,41.8,52.25,,,,28,2,,0,1,,10,0,156.75,0
86111630,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,0,0,0,330,0,0,,,,40,,,0,5,,7,0,330,0
83715537,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,57,38,47.5,155.61,107.73,131.67,,5,3,84,8,9,1,3,,9,142.5,395.01,0
86117211,2016,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,0,0,0,313.5,209,261.25,,,,1,7,51,0,5,,9,0,783.75,0
83736720,2013,UNITED KINGDOM,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,0,0,50,0,0,0,,,,,,,1,0,,,50,0,1
86241764,2016,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,0,0,0,123.2,0,103.4,,,,76,,5,0,2,,,0,226.6,0
83756264,2015,UNITED KINGDOM,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,105.28,71.44,88.36,189.5,134.23,161.87,36,,7,38,11,78,2,4,,,265.08,485.6,0
86272086,2016,BELGIUM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,0,0,0,290.4,0,250.8,,,,4,,7,0,6,,8,0,541.2,0
86281282,2016,GERMANY,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,9,4,1,0,1,,,0,156.75,0
83828766,2014,FRANCE,MANAGER,$20-$50m,51 - 100 employees,Academic,60,0,50,63,0,52.5,,,1,20,,7,1,1,,3,110,115.5,0
86299531,2016,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,0,0,0,66,0,55,,,,,,26,0,1,,,0,121,0
83875993,2014,FRANCE,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,60,0,50,163.8,0,138.6,30,,5,76,,19,1,3,,,110,302.4,0
83892844,2012,IRELAND,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research,57,38,47.5,59.85,39.9,49.88,,4,,29,2,2,1,1,,,142.5,149.63,0
86375681,2016,UNITED KINGDOM,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,0,0,0,275.88,200.64,238.26,,,,156,40,72,0,6,,,0,714.78,0
86389412,2016,UNITED KINGDOM,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,0,0,0,0,0,145.2,,,,,,87,0,3,,9,0,145.2,0
83985698,2013,BELGIUM,MANAGER,$20-$50m,51 - 100 employees,Research,112,0,94,0,113.4,0,27,,6,,3,,2,3,,10,206,113.4,0
86430695,2016,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,0,0,0,0,44,0,,,,,21,,0,1,,,0,44,0
84003601,2012,RUSSIA,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research,0,0,50,0,0,0,,,15,,,,1,0,,,50,0,1
86433265,2016,BELGIUM,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,66,0,0,,,,42,,,0,1,,,0,66,0
86436285,2016,NETHERLANDS,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,0,0,0,163.02,112.86,137.94,,,,87,5,17,0,3,,,0,413.82,0
86437801,2016,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research,0,0,0,211.2,0,180.4,,,,,,43,0,4,,,0,391.6,0
86504054,2016,RUSSIA,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,0,0,0,66,44,0,,,,7,15,,0,1,,,0,110,0
86511519,2016,IRELAND,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Research,0,0,0,0,0,55,,,,,,9,0,1,,1,0,55,0
86556282,2016,SPAIN,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research,0,0,0,62.7,41.8,52.25,,,,9,8,17,0,1,,,0,156.75,0
84115758,2015,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,0,0,50,117.6,0,0,,,1,24,,,1,2,,10,50,117.6,0
84116438,2013,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,176.64,125.12,150.88,277.2,0,239.4,56,1,1,16,,7,4,6,,,452.64,516.6,0
84125596,2013,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,0,0,132,0,0,0,,,63,,,,3,0,,,132,0,1
86557693,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,0,0,0,0,0,55,,,,,,3,0,1,,,0,55,0
86613649,2016,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,8,9,8,0,1,,,0,156.75,0
86645049,2016,UNITED STATES,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,0,0,0,330,0,275,,,,,,45,0,5,,,0,605,0
84207581,2015,SPAIN,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,0,136,164,0,201.6,239.4,,58,1,,58,91,4,6,,,300,441,0
86704431,2016,RUSSIA,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic,0,0,0,66,0,55,,,,,,15,0,1,,,0,121,0
84237609,2014,BELGIUM,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic,145.08,100.44,122.76,152.33,105.46,128.9,21,34,19,2,,,3,3,,,368.28,386.69,0
86724824,2016,GERMANY,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,0,0,0,62.7,41.8,52.25,,,,6,20,5,0,1,,,0,156.75,0
84246975,2015,IRELAND,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,0,0,228,0,0,239.4,,,18,,,54,6,6,,,228,239.4,0
86728681,2016,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,0,0,0,123.2,0,103.4,,,,58,,1,0,2,,,0,226.6,0
84308952,2015,SPAIN,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research,0,0,228,0,201.6,0,,,78,,66,,6,6,,,228,201.6,0
84320753,2015,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,0,0,94,0,79.8,0,,,30,,26,,2,2,,,94,79.8,0
86756095,2016,GERMANY,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,0,0,0,62.7,41.8,52.25,,,,33,10,1,0,1,,7,0,156.75,0
86809257,2016,SPAIN,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic,0,0,0,62.7,41.8,52.25,,,,26,5,13,0,1,,,0,156.75,0
84430470,2015,FRANCE,SENIOR MANAGER,Less than $20m,0 - 10 employees,Academic,60,0,50,63,0,52.5,30,,3,9,,14,1,1,,,110,115.5,0
84436193,2012,UNITED STATES,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic,237.6,172.8,205.2,277.2,0,239.4,164,2,49,113,,144,6,6,,,615.6,516.6,0
84449974,2015,IRELAND,MANAGER,$50-$100m,51 - 100 employees,Research,0,40,50,0,0,0,,,12,,,,1,0,,,90,0,1
86811392,2016,UNITED KINGDOM,MANAGER,$1bn+,5000+ employees,Academic,0,0,0,0,211.2,0,,,,,6,,0,6,,5,0,211.2,0
84522243,2015,FRANCE,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research,60,40,0,0,0,0,,1,,,,,1,0,,,100,0,1
86875845,2016,GERMANY,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,25,,1,0,1,,,0,156.75,0
86881047,2016,GERMANY,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,0,0,0,0,220,275,,,,,42,42,0,5,,,0,495,0
86963498,2016,GERMANY,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,0,0,0,66,44,0,,,,20,9,,0,1,,,0,110,0
87119299,2016,BELGIUM,MANAGER,$20-$50m,51 - 100 employees,Research,0,0,0,66,0,55,,,,9,,29,0,1,,,0,121,0
84837501,2013,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,237.6,172.8,205.2,249.48,181.44,215.46,76,6,73,61,106,36,6,6,,,615.6,646.38,0
84839852,2012,NETHERLANDS,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,273,182,227.5,277.2,201.6,0,,,,154,43,,5,6,,,682.5,478.8,0
87131153,2016,NETHERLANDS,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,117.04,79.42,98.23,,,,19,12,24,0,2,,5,0,294.69,0
85092203,2013,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate,57,38,47.5,111.72,75.81,93.77,18,1,5,,,,1,2,,,142.5,281.3,0
84864659,2015,RUSSIA,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,0,0,50,0,0,0,,,6,,,,1,0,,,50,0,1
87146746,2016,UNITED STATES,SENIOR MANAGER,Less than $20m,0 - 10 employees,Academic,0,0,0,66,44,0,,,,1,39,,0,1,,,0,110,0
87052902,2015,GERMANY,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,59.85,39.9,49.88,18,2,1,37,2,,1,1,,,142.5,149.63,0
87644433,2013,NETHERLANDS,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,60,0,50,0,79.8,98.7,18,,18,,6,5,1,2,,9,110,178.5,0
87181309,2016,FRANCE,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,0,0,0,66,0,55,,,,13,,21,0,1,,,0,121,0
84948038,2015,SPAIN,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research,0,0,132,0,142.8,0,,,30,,152,,3,4,,,132,142.8,0
87796795,2015,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,105.28,71.44,88.36,201.6,0,172.2,18,1,8,36,,19,2,4,,,265.08,373.8,0
84949239,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Corporate,0,136,164,0,210,262.5,,35,8,,95,5,4,5,,2,300,472.5,0
88791129,2012,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,60,0,50,0,0,0,18,,1,,,,1,0,,,110,0,1
87222555,2016,UNITED KINGDOM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,0,0,0,0,0,55,,,,,,18,0,1,,,0,55,0
90821769,2015,BELGIUM,MANAGER,$20-$50m,51 - 100 employees,Research,57,38,47.5,59.85,39.9,49.88,18,1,1,,3,6,1,1,,,142.5,149.63,0
87274116,2016,FRANCE,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,0,0,0,0,44,0,,,,,2,,0,1,,,0,44,0
91151878,2012,FRANCE,MANAGER,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,0,0,0,18,,,,,,1,0,,,142.5,0,1
91166792,2013,UNITED STATES,MANAGER,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,117.6,0,98.7,18,,1,31,,44,1,2,,,142.5,216.3,0
87275140,2016,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,4,,,0,1,,,0,156.75,0
92938507,2012,UNITED STATES,MANAGER,$1bn+,5000+ employees,Research,60,0,50,0,0,0,18,,,,,,1,0,,,110,0,1
85027444,2013,RUSSIA,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,237.6,172.8,205.2,277.2,0,239.4,56,54,9,9,,14,6,6,,6,615.6,516.6,0
87290115,2016,GERMANY,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,0,0,0,211.2,0,180.4,,,,44,,36,0,4,,,0,391.6,0
85042206,2013,GERMANY,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,264,0,228,277.2,0,239.4,73,,70,53,,12,6,6,,,492,516.6,0
94105429,2012,NETHERLANDS,MANAGER,$20-$50m,11 - 50 employees,Research,145.08,100.44,122.76,0,0,0,18,5,6,,,,3,0,,,368.28,0,1
85048483,2013,NETHERLANDS,MANAGER,$50-$100m,100 - 500 employees,Academic,273,182,227.5,286.65,191.1,238.88,,,,49,9,,5,5,,7,682.5,716.63,0
87329859,2016,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,0,0,0,0,0,250.8,,,,,,258,0,6,,10,0,250.8,0
94177357,2014,UNITED KINGDOM,MANAGER,Less than $20m,11 - 50 employees,Academic,60,0,50,0,42,52.5,18,,3,,21,16,1,1,,2,110,94.5,0
87364997,2016,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,0,0,0,0,44,0,,,,,3,,0,1,,,0,44,0
94733897,2014,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,176.64,125.12,150.88,289.8,193.2,241.5,18,8,33,45,40,8,4,5,,9,452.64,724.5,0
87396195,2016,GERMANY,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,0,0,0,0,0,55,,,,,,45,0,1,,,0,55,0
85183915,2012,FRANCE,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic,0,0,50,0,0,0,,,11,,,,1,0,,,50,0,1
95657572,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Academic,145.08,100.44,122.76,0,142.8,172.2,18,5,38,,23,88,3,4,,,368.28,315,0
87439985,2016,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,0,0,0,0,0,55,,,,,,24,0,1,,,0,55,0
96557264,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,60,0,0,0,0,0,18,,,,,,1,0,,,60,0,1
87458877,2016,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,0,0,0,62.7,41.8,52.25,,,,3,,,0,1,,,0,156.75,0
99343454,2013,GERMANY,MANAGER,$20-$50m,11 - 50 employees,Corporate,105.28,71.44,88.36,110.54,75.01,92.78,18,,20,15,1,3,2,2,,6,265.08,278.33,0
99499980,2013,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,145.08,100.44,122.76,0,0,0,18,1,27,,,,3,0,,,368.28,0,1
87489845,2016,RUSSIA,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,0,0,55,,,,,,40,0,1,,,0,55,0
87502977,2016,FRANCE,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,0,0,0,313.5,209,261.25,,,,32,6,1,0,5,,,0,783.75,0
85304484,2013,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,192,0,164,0,0,239.4,37,,58,,,108,4,6,,,356,239.4,0
87595199,2016,GERMANY,MANAGER,$20-$50m,51 - 100 employees,Research,0,0,0,290.4,0,250.8,,,,152,,3,0,6,,,0,541.2,0
85306064,2015,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,145.08,100.44,122.76,292.95,195.3,244.13,40,18,1,100,42,7,3,5,,,368.28,732.38,0
87601119,2016,SPAIN,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,211.2,149.6,0,,,,5,174,,0,4,,,0,360.8,0
87626301,2016,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,0,0,0,62.7,41.8,52.25,,,,18,1,1,0,1,,,0,156.75,0
87634199,2016,GERMANY,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,0,44,55,,,,,,,0,1,,,0,99,0
87662934,2016,SPAIN,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,0,220,0,,,,,190,,0,5,,,0,220,0
87675905,2016,BELGIUM,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,0,0,0,200.64,142.12,171.38,,,,70,11,14,0,4,,10,0,514.14,0
85366575,2012,NETHERLANDS,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,57,38,47.5,111.72,75.81,93.77,19,9,10,3,11,1,1,2,,8,142.5,281.3,0
87706409,2016,RUSSIA,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,0,0,250.8,,,,,,138,0,6,,,0,250.8,0
85385125,2015,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,0,192,228,277.2,0,239.4,,7,148,143,,126,6,6,,,420,516.6,0
87734561,2016,IRELAND,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,0,0,0,0,44,0,,,,,16,,0,1,,,0,44,0
85387992,2012,UNITED STATES,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,57,38,47.5,0,0,0,,,,,,,1,0,,,142.5,0,1
87821011,2016,BELGIUM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research,0,0,0,66,0,55,,,,22,,,0,1,,7,0,121,0
